Curso;Dia;Dia semana;Tipo
17/18;22/03/2018;J;VISP VAC
;23/03/2018;V;VAC
;24/03/2018;S;FDS
;25/03/2018;D;FDS
;26/03/2018;L;VAC
;27/03/2018;M;VAC
;28/03/2018;X;VAC
;29/03/2018;J;VAC
;30/03/2018;V;VAC
;31/03/2018;S;FDS
;01/04/2018;D;FDS
;02/04/2018;L;VAC
17/18;03/04/2018;M;VUELTA VAC
17/18;04/04/2018;X;
17/18;05/04/2018;J;
17/18;06/04/2018;V;
;07/04/2018;S;FDS
;08/04/2018;D;FDS
17/18;09/04/2018;L;
17/18;10/04/2018;M;
17/18;11/04/2018;X;
17/18;12/04/2018;J;
17/18;13/04/2018;V;
;14/04/2018;S;FDS
;15/04/2018;D;FDS
17/18;16/04/2018;L;
17/18;17/04/2018;M;
17/18;18/04/2018;X;
17/18;19/04/2018;J;
17/18;20/04/2018;V;
;21/04/2018;S;FDS
;22/04/2018;D;FDS
17/18;23/04/2018;L;
17/18;24/04/2018;M;
17/18;25/04/2018;X;
17/18;26/04/2018;J;
17/18;27/04/2018;V;
;28/04/2018;S;FDS
;29/04/2018;D;FDS
;30/04/2018;L;NL
;01/05/2018;M;FEST
;02/05/2018;X;FEST
17/18;03/05/2018;J;
17/18;04/05/2018;V;
;05/05/2018;S;FDS
;06/05/2018;D;FDS
17/18;07/05/2018;L;
17/18;08/05/2018;M;
;09/05/2018;X;SD
17/18;10/05/2018;J;
17/18;11/05/2018;V;
;12/05/2018;S;FDS
;13/05/2018;D;FDS
17/18;14/05/2018;L;
17/18;15/05/2018;M;
17/18;16/05/2018;X;
17/18;17/05/2018;J;
17/18;18/05/2018;V;
;19/05/2018;S;FDS
;20/05/2018;D;FDS
17/18;21/05/2018;L;
17/18;22/05/2018;M;
17/18;23/05/2018;X;
17/18;24/05/2018;J;
17/18;25/05/2018;V;
;26/05/2018;S;FDS
;27/05/2018;D;FDS
17/18;28/05/2018;L;
17/18;29/05/2018;M;
17/18;30/05/2018;X;
17/18;31/05/2018;J;
17/18;01/06/2018;V;
;02/06/2018;S;FDS
;03/06/2018;D;FDS
17/18;04/06/2018;L;
17/18;05/06/2018;M;
17/18;06/06/2018;X;
17/18;07/06/2018;J;
17/18;08/06/2018;V;
;09/06/2018;S;FDS
;10/06/2018;D;FDS
17/18;11/06/2018;L;
17/18;12/06/2018;M;
17/18;13/06/2018;X;
17/18;14/06/2018;J;
17/18;15/06/2018;V;
;16/06/2018;S;FDS
;17/06/2018;D;FDS
17/18;18/06/2018;L;
17/18;19/06/2018;M;
;20/06/2018;X;SD
;21/06/2018;J;SD
17/18;22/06/2018;V;VISP VAC
;23/06/2018;S;FDS
;24/06/2018;D;FDS
;25/06/2018;L;VAC
;26/06/2018;M;VAC
;27/06/2018;X;VAC
;28/06/2018;J;VAC
;29/06/2018;V;VAC
;30/06/2018;S;FDS
;01/07/2018;D;FDS
;02/07/2018;L;VAC
;03/07/2018;M;VAC
;04/07/2018;X;VAC
;05/07/2018;J;
;06/07/2018;V;
;07/07/2018;S;FDS
;08/07/2018;D;FDS
;09/07/2018;L;
;10/07/2018;M;
;11/07/2018;X;
;12/07/2018;J;
;13/07/2018;V;
;14/07/2018;S;FDS
;15/07/2018;D;FDS
;16/07/2018;L;
;17/07/2018;M;
;18/07/2018;X;
;19/07/2018;J;
;20/07/2018;V;
;21/07/2018;S;FDS
;22/07/2018;D;FDS
;23/07/2018;L;
;24/07/2018;M;
;25/07/2018;X;
;26/07/2018;J;
;27/07/2018;V;
;28/07/2018;S;FDS
;29/07/2018;D;FDS
;30/07/2018;L;
;31/07/2018;M;
;01/08/2018;X;
;02/08/2018;J;
;03/08/2018;V;
;04/08/2018;S;FDS
;05/08/2018;D;FDS
;06/08/2018;L;
;07/08/2018;M;
;08/08/2018;X;
;09/08/2018;J;
;10/08/2018;V;
;11/08/2018;S;FDS
;12/08/2018;D;FDS
;13/08/2018;L;
;14/08/2018;M;
;15/08/2018;X;
;16/08/2018;J;
;17/08/2018;V;
;18/08/2018;S;FDS
;19/08/2018;D;FDS
;20/08/2018;L;
;21/08/2018;M;
;22/08/2018;X;
;23/08/2018;J;
;24/08/2018;V;
;25/08/2018;S;FDS
;26/08/2018;D;FDS
;27/08/2018;L;
;28/08/2018;M;
;29/08/2018;X;
;30/08/2018;J;
;31/08/2018;V;
;01/09/2018;S;FDS
;02/09/2018;D;FDS
;03/09/2018;L;VAC
;04/09/2018;M;VAC
;05/09/2018;X;VAC
;06/09/2018;J;VAC
18/19;07/09/2018;V;SD
;08/09/2018;S;FDS
;09/09/2018;D;FDS
18/19;10/09/2018;L;SD
;11/09/2018;M;SD
;12/09/2018;X;SD
;13/09/2018;J;SD
;14/09/2018;V;SD
;15/09/2018;S;FDS
;16/09/2018;D;FDS
;17/09/2018;L;SD
;18/09/2018;M;SD
;19/09/2018;X;SD
;20/09/2018;J;SD
;21/09/2018;V;SD
;22/09/2018;S;FDS
;23/09/2018;D;FDS
18/19;24/09/2018;L;
18/19;25/09/2018;M;
18/19;26/09/2018;X;
18/19;27/09/2018;J;
18/19;28/09/2018;V;
;29/09/2018;S;FDS
;30/09/2018;D;FDS
18/19;01/10/2018;L;
18/19;02/10/2018;M;
18/19;03/10/2018;X;
18/19;04/10/2018;J;
18/19;05/10/2018;V;
;06/10/2018;S;FDS
;07/10/2018;D;FDS
18/19;08/10/2018;L;
18/19;09/10/2018;M;
18/19;10/10/2018;X;
18/19;11/10/2018;J;
;12/10/2018;V;FEST
;13/10/2018;S;FDS
;14/10/2018;D;FDS
18/19;15/10/2018;L;
18/19;16/10/2018;M;
18/19;17/10/2018;X;
18/19;18/10/2018;J;
18/19;19/10/2018;V;
;20/10/2018;S;FDS
;21/10/2018;D;FDS
18/19;22/10/2018;L;
18/19;23/10/2018;M;
18/19;24/10/2018;X;
18/19;25/10/2018;J;
18/19;26/10/2018;V;
;27/10/2018;S;FDS
;28/10/2018;D;FDS
18/19;29/10/2018;L;
18/19;30/10/2018;M;
18/19;31/10/2018;X;
;01/11/2018;J;FEST
;02/11/2018;V;NL
;03/11/2018;S;FDS
;04/11/2018;D;FDS
18/19;05/11/2018;L;
18/19;06/11/2018;M;
18/19;07/11/2018;X;
;08/11/2018;J;SD
18/19;09/11/2018;V;
;10/11/2018;S;FDS
;11/11/2018;D;FDS
18/19;12/11/2018;L;
18/19;13/11/2018;M;
18/19;14/11/2018;X;
18/19;15/11/2018;J;
18/19;16/11/2018;V;
;17/11/2018;S;FDS
;18/11/2018;D;FDS
18/19;19/11/2018;L;
18/19;20/11/2018;M;
18/19;21/11/2018;X;
18/19;22/11/2018;J;
18/19;23/11/2018;V;
;24/11/2018;S;FDS
;25/11/2018;D;FDS
18/19;26/11/2018;L;
18/19;27/11/2018;M;
18/19;28/11/2018;X;
18/19;29/11/2018;J;
18/19;30/11/2018;V;
;01/12/2018;S;FDS
;02/12/2018;D;FDS
18/19;03/12/2018;L;
18/19;04/12/2018;M;
18/19;05/12/2018;X;
;06/12/2018;J;FEST
;07/12/2018;V;NL
;08/12/2018;S;FDS
;09/12/2018;D;FDS
18/19;10/12/2018;L;
18/19;11/12/2018;M;
18/19;12/12/2018;X;
18/19;13/12/2018;J;
18/19;14/12/2018;V;
;15/12/2018;S;FDS
;16/12/2018;D;FDS
18/19;17/12/2018;L;
18/19;18/12/2018;M;
18/19;19/12/2018;X;
18/19;20/12/2018;J;
18/19;21/12/2018;V;VISP VAC
;22/12/2018;S;FDS
;23/12/2018;D;FDS
;24/12/2018;L;VAC
;25/12/2018;M;VAC
;26/12/2018;X;VAC
;27/12/2018;J;VAC
;28/12/2018;V;VAC
;29/12/2018;S;FDS
;30/12/2018;D;FDS
;31/12/2018;L;VAC
;01/01/2019;M;VAC
;02/01/2019;X;VAC
;03/01/2019;J;VAC
;04/01/2019;V;VAC
;05/01/2019;S;FDS
;06/01/2019;D;FDS
;07/01/2019;L;VAC
18/19;08/01/2019;M;VUELTA VAC
18/19;09/01/2019;X;
18/19;10/01/2019;J;
18/19;11/01/2019;V;
;12/01/2019;S;FDS
;13/01/2019;D;FDS
18/19;14/01/2019;L;
18/19;15/01/2019;M;
18/19;16/01/2019;X;
18/19;17/01/2019;J;
18/19;18/01/2019;V;
;19/01/2019;S;FDS
;20/01/2019;D;FDS
18/19;21/01/2019;L;
18/19;22/01/2019;M;
18/19;23/01/2019;X;
18/19;24/01/2019;J;
18/19;25/01/2019;V;
;26/01/2019;S;FDS
;27/01/2019;D;FDS
18/19;28/01/2019;L;
18/19;29/01/2019;M;
18/19;30/01/2019;X;
18/19;31/01/2019;J;
18/19;01/02/2019;V;
;02/02/2019;S;FDS
;03/02/2019;D;FDS
18/19;04/02/2019;L;
18/19;05/02/2019;M;
18/19;06/02/2019;X;
18/19;07/02/2019;J;
18/19;08/02/2019;V;
;09/02/2019;S;FDS
;10/02/2019;D;FDS
18/19;11/02/2019;L;
18/19;12/02/2019;M;
18/19;13/02/2019;X;
18/19;14/02/2019;J;
18/19;15/02/2019;V;
;16/02/2019;S;FDS
;17/02/2019;D;FDS
18/19;18/02/2019;L;
18/19;19/02/2019;M;
18/19;20/02/2019;X;
18/19;21/02/2019;J;
18/19;22/02/2019;V;
;23/02/2019;S;FDS
;24/02/2019;D;FDS
18/19;25/02/2019;L;
18/19;26/02/2019;M;
18/19;27/02/2019;X;
18/19;28/02/2019;J;
;01/03/2019;V;NL
;02/03/2019;S;FDS
;03/03/2019;D;FDS
;04/03/2019;L;NL
18/19;05/03/2019;M;
18/19;06/03/2019;X;
18/19;07/03/2019;J;
18/19;08/03/2019;V;
;09/03/2019;S;FDS
;10/03/2019;D;FDS
18/19;11/03/2019;L;
18/19;12/03/2019;M;
18/19;13/03/2019;X;
18/19;14/03/2019;J;
18/19;15/03/2019;V;
;16/03/2019;S;FDS
;17/03/2019;D;FDS
18/19;18/03/2019;L;
18/19;19/03/2019;M;
18/19;20/03/2019;X;
18/19;21/03/2019;J;
18/19;22/03/2019;V;
;23/03/2019;S;FDS
;24/03/2019;D;FDS
18/19;25/03/2019;L;
18/19;26/03/2019;M;
18/19;27/03/2019;X;
18/19;28/03/2019;J;
18/19;29/03/2019;V;
;30/03/2019;S;FDS
;31/03/2019;D;FDS
18/19;01/04/2019;L;
18/19;02/04/2019;M;
18/19;03/04/2019;X;
18/19;04/04/2019;J;
;05/04/2019;V;SD
;06/04/2019;S;FDS
;07/04/2019;D;FDS
18/19;08/04/2019;L;
18/19;09/04/2019;M;
18/19;10/04/2019;X;
18/19;11/04/2019;J;VISP VAC
;12/04/2019;V;VAC
;13/04/2019;S;FDS
;14/04/2019;D;FDS
;15/04/2019;L;VAC
;16/04/2019;M;VAC
;17/04/2019;X;VAC
;18/04/2019;J;VAC
;19/04/2019;V;VAC
;20/04/2019;S;FDS
;21/04/2019;D;FDS
;22/04/2019;L;VAC
18/19;23/04/2019;M;VUELTA VAC
18/19;24/04/2019;X;
18/19;25/04/2019;J;
18/19;26/04/2019;V;
;27/04/2019;S;FDS
;28/04/2019;D;FDS
18/19;29/04/2019;L;
18/19;30/04/2019;M;
;01/05/2019;X;FEST
;02/05/2019;J;FEST
;03/05/2019;V;NL
;04/05/2019;S;FDS
;05/05/2019;D;FDS
18/19;06/05/2019;L;
18/19;07/05/2019;M;
18/19;08/05/2019;X;
;09/05/2019;J;SD
18/19;10/05/2019;V;
;11/05/2019;S;FDS
;12/05/2019;D;FDS
18/19;13/05/2019;L;
18/19;14/05/2019;M;
18/19;15/05/2019;X;
18/19;16/05/2019;J;
18/19;17/05/2019;V;
;18/05/2019;S;FDS
;19/05/2019;D;FDS
18/19;20/05/2019;L;
;21/05/2019;M;SD
18/19;22/05/2019;X;
18/19;23/05/2019;J;
18/19;24/05/2019;V;
;25/05/2019;S;FDS
;26/05/2019;D;FDS
18/19;27/05/2019;L;
18/19;28/05/2019;M;
18/19;29/05/2019;X;
18/19;30/05/2019;J;
18/19;31/05/2019;V;
;01/06/2019;S;FDS
;02/06/2019;D;FDS
;03/06/2019;L;SD
;04/06/2019;M;SD
;05/06/2019;X;SD
;06/06/2019;J;SD
;07/06/2019;V;SD
;08/06/2019;S;FDS
;09/06/2019;D;FDS
;10/06/2019;L;SD
18/19;11/06/2019;M;
18/19;12/06/2019;X;
18/19;13/06/2019;J;
18/19;14/06/2019;V;
;15/06/2019;S;FDS
;16/06/2019;D;FDS
18/19;17/06/2019;L;
18/19;18/06/2019;M;
18/19;19/06/2019;X;
18/19;20/06/2019;J;
18/19;21/06/2019;V;VISP VAC
;22/06/2019;S;FDS
;23/06/2019;D;FDS
;24/06/2019;L;VAC
;25/06/2019;M;VAC
;26/06/2019;X;VAC
;27/06/2019;J;VAC
;28/06/2019;V;VAC
;29/06/2019;S;FDS
;30/06/2019;D;FDS
;01/07/2019;L;
;02/07/2019;M;
;03/07/2019;X;
;04/07/2019;J;
;05/07/2019;V;
;06/07/2019;S;FDS
;07/07/2019;D;FDS
;08/07/2019;L;
;09/07/2019;M;
;10/07/2019;X;
;11/07/2019;J;
;12/07/2019;V;
;13/07/2019;S;FDS
;14/07/2019;D;FDS
;15/07/2019;L;
;16/07/2019;M;
;17/07/2019;X;
;18/07/2019;J;
;19/07/2019;V;
;20/07/2019;S;FDS
;21/07/2019;D;FDS
;22/07/2019;L;
;23/07/2019;M;
;24/07/2019;X;
;25/07/2019;J;
;26/07/2019;V;
;27/07/2019;S;FDS
;28/07/2019;D;FDS
;29/07/2019;L;
;30/07/2019;M;
;31/07/2019;X;
;01/08/2019;J;
;02/08/2019;V;
;03/08/2019;S;FDS
;04/08/2019;D;FDS
;05/08/2019;L;
;06/08/2019;M;
;07/08/2019;X;
;08/08/2019;J;
;09/08/2019;V;
;10/08/2019;S;FDS
;11/08/2019;D;FDS
;12/08/2019;L;
;13/08/2019;M;
;14/08/2019;X;
;15/08/2019;J;
;16/08/2019;V;
;17/08/2019;S;FDS
;18/08/2019;D;FDS
;19/08/2019;L;
;20/08/2019;M;
;21/08/2019;X;
;22/08/2019;J;
;23/08/2019;V;
;24/08/2019;S;FDS
;25/08/2019;D;FDS
;26/08/2019;L;
;27/08/2019;M;
;28/08/2019;X;
;29/08/2019;J;
;30/08/2019;V;
;31/08/2019;S;FDS
;01/09/2019;D;FDS
;02/09/2019;L;VAC
;03/09/2019;M;VAC
;04/09/2019;X;VAC
;05/09/2019;J;VAC
;06/09/2019;V;VAC
;07/09/2019;S;FDS
;08/09/2019;D;FDS
;09/09/2019;L;VAC
19/20;10/09/2019;M;VUELTA VAC
19/20;11/09/2019;X;
19/20;12/09/2019;J;
19/20;13/09/2019;V;
;14/09/2019;S;FDS
;15/09/2019;D;FDS
19/20;16/09/2019;L;
19/20;17/09/2019;M;
19/20;18/09/2019;X;
19/20;19/09/2019;J;
19/20;20/09/2019;V;
;21/09/2019;S;FDS
;22/09/2019;D;FDS
19/20;23/09/2019;L;
19/20;24/09/2019;M;
19/20;25/09/2019;X;
19/20;26/09/2019;J;
19/20;27/09/2019;V;
;28/09/2019;S;FDS
;29/09/2019;D;FDS
;30/09/2019;L;SD
;01/10/2019;M;SD
;02/10/2019;X;SD
19/20;03/10/2019;J;SD
19/20;04/10/2019;V;
;05/10/2019;S;FDS
;06/10/2019;D;FDS
19/20;07/10/2019;L;
19/20;08/10/2019;M;
19/20;09/10/2019;X;
19/20;10/10/2019;J;
19/20;11/10/2019;V;
;12/10/2019;S;FDS
;13/10/2019;D;FDS
19/20;14/10/2019;L;
19/20;15/10/2019;M;
19/20;16/10/2019;X;
19/20;17/10/2019;J;
19/20;18/10/2019;V;
;19/10/2019;S;FDS
;20/10/2019;D;FDS
19/20;21/10/2019;L;
19/20;22/10/2019;M;
19/20;23/10/2019;X;
19/20;24/10/2019;J;
19/20;25/10/2019;V;
;26/10/2019;S;FDS
;27/10/2019;D;FDS
19/20;28/10/2019;L;
19/20;29/10/2019;M;
;30/10/2019;X;SD
;31/10/2019;J;NL
;01/11/2019;V;FEST
;02/11/2019;S;FDS
;03/11/2019;D;FDS
19/20;04/11/2019;L;
19/20;05/11/2019;M;
19/20;06/11/2019;X;
19/20;07/11/2019;J;
19/20;08/11/2019;V;
;09/11/2019;S;FDS
;10/11/2019;D;FDS
19/20;11/11/2019;L;
19/20;12/11/2019;M;
19/20;13/11/2019;X;
;14/11/2019;J;SD
19/20;15/11/2019;V;
;16/11/2019;S;FDS
;17/11/2019;D;FDS
19/20;18/11/2019;L;
19/20;19/11/2019;M;
19/20;20/11/2019;X;
19/20;21/11/2019;J;
19/20;22/11/2019;V;
;23/11/2019;S;FDS
;24/11/2019;D;FDS
19/20;25/11/2019;L;
19/20;26/11/2019;M;
19/20;27/11/2019;X;
19/20;28/11/2019;J;
19/20;29/11/2019;V;
;30/11/2019;S;FDS
;01/12/2019;D;FDS
19/20;02/12/2019;L;
19/20;03/12/2019;M;
19/20;04/12/2019;X;
19/20;05/12/2019;J;
;06/12/2019;V;FEST
;07/12/2019;S;FDS
;08/12/2019;D;FDS
;09/12/2019;L;NL
19/20;10/12/2019;M;
19/20;11/12/2019;X;
19/20;12/12/2019;J;
19/20;13/12/2019;V;
;14/12/2019;S;FDS
;15/12/2019;D;FDS
19/20;16/12/2019;L;
19/20;17/12/2019;M;
19/20;18/12/2019;X;
19/20;19/12/2019;J;
19/20;20/12/2019;V;VISP VAC
;21/12/2019;S;FDS
;22/12/2019;D;FDS
;23/12/2019;L;VAC
;24/12/2019;M;VAC
;25/12/2019;X;VAC
;26/12/2019;J;VAC
;27/12/2019;V;VAC
;28/12/2019;S;FDS
;29/12/2019;D;FDS
;30/12/2019;L;
;31/12/2019;M;
;01/01/2020;X;
;02/01/2020;J;
;03/01/2020;V;
19/20;04/01/2020;S;FDS
;05/01/2020;D;FDS
;06/01/2020;L;VAC
;07/01/2020;M;VAC
19/20;08/01/2020;X;VUELTA VAC
19/20;09/01/2020;J;
19/20;10/01/2020;V;
;11/01/2020;S;FDS
;12/01/2020;D;FDS
19/20;13/01/2020;L;
19/20;14/01/2020;M;
19/20;15/01/2020;X;
19/20;16/01/2020;J;
19/20;17/01/2020;V;
;18/01/2020;S;FDS
;19/01/2020;D;FDS
19/20;20/01/2020;L;
19/20;21/01/2020;M;
19/20;22/01/2020;X;
19/20;23/01/2020;J;
19/20;24/01/2020;V;
;25/01/2020;S;FDS
;26/01/2020;D;FDS
19/20;27/01/2020;L;
19/20;28/01/2020;M;
19/20;29/01/2020;X;
19/20;30/01/2020;J;
19/20;31/01/2020;V;
;01/02/2020;S;FDS
;02/02/2020;D;FDS
19/20;03/02/2020;L;
19/20;04/02/2020;M;
19/20;05/02/2020;X;
19/20;06/02/2020;J;
19/20;07/02/2020;V;
;08/02/2020;S;FDS
;09/02/2020;D;FDS
19/20;10/02/2020;L;
19/20;11/02/2020;M;
19/20;12/02/2020;X;
19/20;13/02/2020;J;
19/20;14/02/2020;V;
;15/02/2020;S;FDS
;16/02/2020;D;FDS
19/20;17/02/2020;L;
19/20;18/02/2020;M;
19/20;19/02/2020;X;
19/20;20/02/2020;J;
19/20;21/02/2020;V;
;22/02/2020;S;FDS
;23/02/2020;D;FDS
19/20;24/02/2020;L;
19/20;25/02/2020;M;
19/20;26/02/2020;X;
19/20;27/02/2020;J;
;28/02/2020;V;NL
;29/02/2020;S;FDS
;01/03/2020;D;FDS
;02/03/2020;L;NL
19/20;03/03/2020;M;
19/20;04/03/2020;X;
19/20;05/03/2020;J;
19/20;06/03/2020;V;
;07/03/2020;S;FDS
;08/03/2020;D;FDS
19/20;09/03/2020;L;
19/20;10/03/2020;M;SD
19/20;11/03/2020;X;SD
19/20;12/03/2020;J;SD
19/20;13/03/2020;V;SD
;14/03/2020;S;FDS
;15/03/2020;D;FDS
;16/03/2020;L;
;17/03/2020;M;
;18/03/2020;X;
;19/03/2020;J;
;20/03/2020;V;
;21/03/2020;S;FDS
;22/03/2020;D;FDS
;23/03/2020;L;
;24/03/2020;M;
;25/03/2020;X;
;26/03/2020;J;
;27/03/2020;V;
;28/03/2020;S;FDS
;29/03/2020;D;FDS
;30/03/2020;L;
;31/03/2020;M;
;01/04/2020;X;
;02/04/2020;J;
;03/04/2020;V;
;04/04/2020;S;FDS
;05/04/2020;D;FDS
;06/04/2020;L;
;07/04/2020;M;
;08/04/2020;X;
;09/04/2020;J;
;10/04/2020;V;
;11/04/2020;S;FDS
;12/04/2020;D;FDS
;13/04/2020;L;
;14/04/2020;M;
;15/04/2020;X;
;16/04/2020;J;
;17/04/2020;V;
;18/04/2020;S;FDS
;19/04/2020;D;FDS
;20/04/2020;L;
;21/04/2020;M;
;22/04/2020;X;
;23/04/2020;J;
;24/04/2020;V;
;25/04/2020;S;FDS
;26/04/2020;D;FDS
;27/04/2020;L;
;28/04/2020;M;
;29/04/2020;X;
;30/04/2020;J;
;01/05/2020;V;
;02/05/2020;S;FDS
;03/05/2020;D;FDS
;04/05/2020;L;
;05/05/2020;M;
;06/05/2020;X;
;07/05/2020;J;
;08/05/2020;V;
;09/05/2020;S;FDS
;10/05/2020;D;FDS
;11/05/2020;L;
;12/05/2020;M;
;13/05/2020;X;
;14/05/2020;J;
;15/05/2020;V;
;16/05/2020;S;FDS
;17/05/2020;D;FDS
;18/05/2020;L;
;19/05/2020;M;
;20/05/2020;X;
;21/05/2020;J;
;22/05/2020;V;
;23/05/2020;S;FDS
;24/05/2020;D;FDS
;25/05/2020;L;
;26/05/2020;M;
;27/05/2020;X;
;28/05/2020;J;
;29/05/2020;V;
;30/05/2020;S;FDS
;31/05/2020;D;FDS
;01/06/2020;L;
;02/06/2020;M;
;03/06/2020;X;
;04/06/2020;J;
;05/06/2020;V;
;06/06/2020;S;FDS
;07/06/2020;D;FDS
;08/06/2020;L;
;09/06/2020;M;
;10/06/2020;X;
;11/06/2020;J;
;12/06/2020;V;
;13/06/2020;S;FDS
;14/06/2020;D;FDS
;15/06/2020;L;
;16/06/2020;M;
;17/06/2020;X;
;18/06/2020;J;
;19/06/2020;V;
;20/06/2020;S;FDS
;21/06/2020;D;FDS
;22/06/2020;L;
;23/06/2020;M;
;24/06/2020;X;
;25/06/2020;J;
;26/06/2020;V;
;27/06/2020;S;FDS
;28/06/2020;D;FDS
;29/06/2020;L;
;30/06/2020;M;
;01/07/2020;X;
;02/07/2020;J;
;03/07/2020;V;
;04/07/2020;S;FDS
;05/07/2020;D;FDS
;06/07/2020;L;
;07/07/2020;M;
;08/07/2020;X;
;09/07/2020;J;
;10/07/2020;V;
;11/07/2020;S;FDS
;12/07/2020;D;FDS
;13/07/2020;L;
;14/07/2020;M;
;15/07/2020;X;
;16/07/2020;J;
;17/07/2020;V;
;18/07/2020;S;FDS
;19/07/2020;D;FDS
;20/07/2020;L;
;21/07/2020;M;
;22/07/2020;X;
;23/07/2020;J;
;24/07/2020;V;
;25/07/2020;S;FDS
;26/07/2020;D;FDS
;27/07/2020;L;
;28/07/2020;M;
;29/07/2020;X;
;30/07/2020;J;
;31/07/2020;V;
;01/08/2020;S;FDS
;02/08/2020;D;FDS
;03/08/2020;L;
;04/08/2020;M;
;05/08/2020;X;
;06/08/2020;J;
;07/08/2020;V;
;08/08/2020;S;FDS
;09/08/2020;D;FDS
;10/08/2020;L;
;11/08/2020;M;
;12/08/2020;X;
;13/08/2020;J;
;14/08/2020;V;
;15/08/2020;S;FDS
;16/08/2020;D;FDS
;17/08/2020;L;
;18/08/2020;M;
;19/08/2020;X;
;20/08/2020;J;
;21/08/2020;V;
;22/08/2020;S;FDS
;23/08/2020;D;FDS
;24/08/2020;L;
;25/08/2020;M;
;26/08/2020;X;
;27/08/2020;J;
;28/08/2020;V;
;29/08/2020;S;FDS
;30/08/2020;D;FDS
;31/08/2020;L;
;01/09/2020;M;
;02/09/2020;X;
;03/09/2020;J;
;04/09/2020;V;
;05/09/2020;S;FDS
;06/09/2020;D;FDS
;07/09/2020;L;
;08/09/2020;M;
;09/09/2020;X;
;10/09/2020;J;
;11/09/2020;V;
;12/09/2020;S;FDS
;13/09/2020;D;FDS
;14/09/2020;L;
;15/09/2020;M;
;16/09/2020;X;
;17/09/2020;J;
;18/09/2020;V;
;19/09/2020;S;FDS
;20/09/2020;D;FDS
;21/09/2020;L;
